project,change_id,target,1_references_bug_tracker,2_author_success_rate,3_churn_log_size,5_deletion_ratio,6_file_count,8_avg_sentence_length,9_msg_complexity,10_has_security_impact,11_nlp_change_type,12_is_test_change,13_is_revert,14_modifies_dependencies,15_author_submission_count,16_author_trust_score,17_historical_file_prob,18_is_documentation_only,19_author_file_confidence,20_risk_module_coupling,21_file_extension_entropy,22_relation_depth,23_project_acceptance_rate,24_change_entropy,25_directory_depth,26_msg_readability_ease,27_msg_gunning_fog,28_has_gerrit_topic,29_has_subject_tag,31_test_code_ratio,32_config_change,33_desc_density,34_is_weekend,35_bug_heat,36_bug_severity,37_bug_comments,38_is_bot,full_text_dl,40_sem_vec_0,40_sem_vec_1,40_sem_vec_2,40_sem_vec_3,40_sem_vec_4,40_sem_vec_5,40_sem_vec_6,40_sem_vec_7,40_sem_vec_8,40_sem_vec_9,40_sem_vec_10,40_sem_vec_11,40_sem_vec_12,40_sem_vec_13,40_sem_vec_14
openstack/octavia,I92ee4e879e98e4718d2e9aba56486341223a9157,0,0,0,7.5401,0.3195,32,10.0,770,0,Feature,0,0,1,0,0.0,1.0,0,0.0,6,8,0,0.25,3.5219,2.91,25.79,13.2,1,0,0.3392,1,0.4091,0,0,0,0,0,"Jobboard based controller

Introduce TaskFlowServiceController which uses taskflow
jobboard feature and saves jobs info into persistence backend.

Jobboard could be operated via RedisTaskFlowDriver or
ZookeeperTaskFlowDriver, that could be set via the config.
RedisTaskFlowDriver is intoduced as default backend for jobboard.
Usage of jobboard allows to resume jobs in case of restart/stop
of Octavia controller services.

Persistence backend saves state of flow tasks that required in
case of resuming job. SQLAlchemy backend is used here.

Bump taskflow version to 3.7.1 and add dependency to
SQLAlchemy-Utils (required for taskflow sqlalchemy
backend support).

Story: 2005072
Task: 30806
Task: 30816
Task: 30817
[SEP]
FILES CHANGED:
octavia/controller/worker/v2/flows/flow_utils.py (+158, -0)
doc/source/admin/providers/index.rst (+2, -0)
octavia/common/config.py (+42, -2)
octavia/tests/unit/controller/worker/v2/test_controller_worker.py (+136, -296)
etc/octavia.conf (+43, -0)
devstack/settings (+2, -0)
requirements.txt (+2, -1)
octavia/common/constants.py (+1, -0)
octavia/tests/unit/controller/queue/v2/test_consumer.py (+2, -1)
octavia/controller/worker/v2/controller_worker.py (+204, -272)
octavia/controller/worker/v2/taskflow_jobboard_driver.py (+102, -0)
octavia/db/repositories.py (+13, -3)
octavia/controller/housekeeping/house_keeping.py (+14, -4)
doc/source/install/install-amphorav2.rst (+84, -0)
octavia/controller/healthmanager/health_manager.py (+6, -2)
octavia/controller/queue/v2/consumer.py (+4, -0)
octavia/tests/unit/controller/housekeeping/test_house_keeping.py (+70, -3)
octavia/db/migration/cli.py (+18, -0)
octavia/tests/unit/controller/healthmanager/test_health_manager.py (+22, -6)
devstack/plugin.sh (+47, -1)
lower-constraints.txt (+2, -1)
octavia/tests/functional/db/test_repositories.py (+15, -0)
octavia/api/common/types.py (+10, -2)
octavia/common/data_models.py (+6, -1)
doc/source/admin/providers/amphorav2.rst (+31, -0)
octavia/common/base_taskflow.py (+131, -2)
releasenotes/notes/add-jobboard-based-controller-599279c7cc172e955.yaml (+7, -0)
octavia/tests/unit/common/test_base_taskflow.py (+83, -0)
doc/source/install/install.rst (+1, -0)
octavia/api/v2/controllers/amphora.py (+15, -4)
setup.cfg (+3, -0)
zuul.d/jobs.yaml (+4, -0)
",-2.642679,-0.469312,1.376056,-0.020365,0.421804,0.153656,-0.380108,0.948875,0.090621,-0.466762,0.068358,0.506726,-0.008855,-0.275107,0.006651
openstack/python-octaviaclient,I7eac594b0e7f66fba2a571c152ede470ca61d530,0,0,0,4.7185,0.0,5,11.4,399,0,Feature,0,0,0,0,0.0,0.3333,0,0.0,5,3,0,0.0,1.422,2.8,42.39,10.88,1,0,0.5225,0,3.5625,0,0,0,0,0,"Adds ""unset"" action to the loadbalancer command

This patch adds ""openstack loadbalancer unset"" action to the octavia
client. This allows the user to unset the name, description, and/or
vip-qos-policy-id setings.

This is the first patch in a chain adding ""unset"" to all of the octavia
commands. A follow on patch will include the release note.
[SEP]
FILES CHANGED:
octaviaclient/osc/v2/load_balancer.py (+44, -0)
octaviaclient/tests/unit/osc/v2/test_load_balancer.py (+58, -0)
doc/source/cli/index.rst (+3, -0)
octaviaclient/osc/v2/utils.py (+5, -0)
setup.cfg (+1, -0)
",-0.935493,-0.196384,-0.532777,1.387304,0.483011,-0.113796,0.527707,0.023709,0.842461,-0.146613,0.114273,0.606267,-0.010075,0.288104,-0.099551
openstack/python-octaviaclient,I153967b69a1766cf1fa5033bc77d580d05aaceac,0,0,0.0,5.3132,0.0,3,9.33,376,0,Feature,0,0,0,1,0.008929,0.25,0,0.0,5,2,0,0.0,1.0401,2.67,55.35,10.16,1,0,0.495,0,1.8522,0,0,0,0,0,"Adds ""unset"" action to the listener command

This patch adds ""openstack loadbalancer listener unset"" action to the
octavia client. This allows the user to unset the name, description,
etc. setings.

This is a patch in a chain adding ""unset"" to all of the octavia
commands. A follow on patch will include the release note.
[SEP]
FILES CHANGED:
octaviaclient/tests/unit/osc/v2/test_listener.py (+100, -0)
octaviaclient/osc/v2/listener.py (+101, -0)
setup.cfg (+1, -0)
",-0.509065,-0.7533,-0.496901,1.311384,0.329581,0.209637,0.655636,-0.070481,0.750115,-0.014155,0.13226,0.369544,-0.100077,0.342913,-0.208004
openstack/kolla-ansible,I73d483e01476e779a5155b2e18dd5ea25f514e93,0,0,0,5.7621,0.3943,49,16.43,1586,0,CI,0,0,0,0,0.0,0.0,0,0.0,6,2,0,0.0,4.8404,4.04,31.26,16.48,1,0,0.0,0,4.9874,0,0,0,0,0,"Standardize use and construction of endpoint URLs

The goal for this push request is to normalize the construction and use
 of internal, external, and admin URLs. While extending Kolla-ansible
 to enable a more flexible method to manage external URLs, we noticed
 that the same URL was constructed multiple times in different parts
 of the code. This can make it difficult for people that want to work
 with these URLs and create inconsistencies in a large code base with
 time. Therefore, we are proposing here the use of
 ""single Kolla-ansible variable"" per endpoint URL, which facilitates
 for people that are interested in overriding/extending these URLs.

As an example, we extended Kolla-ansible to facilitate the ""override""
of public (external) URLs with the following standard
""<component/serviceName>.<companyBaseUrl>"".
Therefore, the ""NAT/redirect"" in the SSL termination system (HAproxy,
HTTPD or some other) is done via the service name, and not by the port.
This allows operators to easily and automatically create more friendly
 URL names. To develop this feature, we first applied this patch that
 we are sending now to the community. We did that to reduce the surface
  of changes in Kolla-ansible.

Another example is the integration of Kolla-ansible and Consul, which
we also implemented internally, and also requires URLs changes.
Therefore, this PR is essential to reduce code duplicity, and to
facility users/developers to work/customize the services URLs.
[SEP]
FILES CHANGED:
ansible/roles/keystone/templates/keystone.conf.j2 (+1, -1)
ansible/roles/horizon/defaults/main.yml (+2, -2)
ansible/roles/elasticsearch/tasks/upgrade.yml (+2, -6)
ansible/roles/manila/templates/manila-share.conf.j2 (+1, -1)
ansible/roles/heat/defaults/main.yml (+4, -1)
ansible/roles/kibana/templates/kibana.yml.j2 (+1, -1)
ansible/roles/prometheus/templates/prometheus-alertmanager.yml.j2 (+1, -1)
ansible/roles/designate/templates/designate.conf.j2 (+1, -1)
ansible/roles/monasca/tasks/post_config.yml (+7, -7)
ansible/roles/murano/tasks/import_library_packages.yml (+3, -3)
ansible/roles/cinder/defaults/main.yml (+11, -6)
ansible/roles/ironic/templates/inspector.ipxe.j2 (+1, -1)
ansible/roles/nova/templates/nova.conf.j2 (+2, -1)
ansible/roles/grafana/tasks/post_config.yml (+3, -3)
ansible/roles/kuryr/defaults/main.yml (+5, -0)
ansible/roles/searchlight/defaults/main.yml (+1, -1)
ansible/roles/grafana/templates/prometheus.yaml.j2 (+1, -1)
ansible/roles/tempest/templates/tempest.conf.j2 (+2, -6)
ansible/roles/etcd/defaults/main.yml (+10, -4)
ansible/roles/grafana/defaults/main.yml (+7, -3)
ansible/roles/barbican/defaults/main.yml (+0, -4)
ansible/roles/kuryr/templates/kuryr.conf.j2 (+1, -1)
ansible/roles/cyborg/templates/cyborg.conf.j2 (+2, -2)
ansible/roles/nova-cell/templates/nova.conf.j2 (+2, -2)
ansible/roles/prometheus/templates/clouds.yml.j2 (+1, -1)
ansible/roles/nova/defaults/main.yml (+9, -6)
ansible/roles/ironic/defaults/main.yml (+1, -5)
ansible/roles/gnocchi/templates/gnocchi.conf.j2 (+1, -1)
ansible/roles/searchlight/templates/searchlight.conf.j2 (+1, -1)
ansible/roles/mistral/defaults/main.yml (+3, -1)
ansible/roles/ironic/templates/ironic.conf.j2 (+1, -1)
ansible/roles/freezer/defaults/main.yml (+3, -3)
ansible/roles/neutron/defaults/main.yml (+0, -4)
ansible/roles/cinder/templates/cinder.conf.j2 (+2, -2)
ansible/roles/heat/templates/heat.conf.j2 (+2, -3)
ansible/roles/manila/defaults/main.yml (+12, -6)
ansible/roles/ironic/templates/pxelinux.default.j2 (+2, -1)
ansible/roles/common/templates/conf/output/00-local.conf.j2 (+3, -3)
ansible/roles/mistral/templates/mistral.conf.j2 (+1, -1)
ansible/roles/monasca/defaults/main.yml (+6, -8)
ansible/roles/murano/templates/murano.conf.j2 (+1, -1)
ansible/roles/swift/defaults/main.yml (+0, -4)
ansible/roles/vitrage/defaults/main.yml (+0, -4)
ansible/roles/kuryr/templates/kuryr.spec.j2 (+1, -1)
ansible/roles/common/templates/conf/output/02-monasca.conf.j2 (+1, -1)
ansible/roles/octavia/defaults/main.yml (+0, -4)
ansible/roles/neutron/templates/neutron.conf.j2 (+2, -2)
ansible/group_vars/all.yml (+66, -1)
ansible/roles/barbican/templates/barbican.conf.j2 (+2, -1)
",-3.012863,-0.224362,3.932227,-0.21485,-0.321846,0.358938,-0.004703,-0.213727,-0.14647,-0.11716,-0.667541,0.719638,0.121555,-0.52553,0.061664
openstack/kolla,If2f39736e2af34cd91d0976051ff66f06e96ab42,1,1,0,3.3322,0.1111,3,10.83,487,0,Bug Fix,0,0,0,0,0.0,0.0,0,0.0,3,3,0,0,1.3801,2.33,33.15,16.03,1,0,0.0,1,17.3929,0,14,0,4,0,"Add exclude for permissions in kolla config.json file

When using recursive mode to set permissions for a directory as
defined in kolla config.json, all the subdirectories and files will
receive the same permissions. This change adds the option to exclude
specific files or directories - either a name or a regular expression
can be used.

Closes-Bug: #1931294
Closes-Bug: #1972168

Co-Authored-By: Jakub Darmach <jakub@stackhpc.com>
[SEP]
FILES CHANGED:
docker/base/set_configs.py (+14, -2)
releasenotes/notes/permissions-exclude-e1138abb573956a7.yaml (+5, -0)
doc/source/admin/kolla_api.rst (+5, -1)
",-1.602856,0.314969,-0.122949,0.368501,-0.23282,0.085901,-0.141872,-0.152672,0.30436,0.094012,0.474961,0.054592,0.296829,0.266296,-0.555676
openstack/octavia,I0d2c332fa72e47e70d594579ab819a6ece094cdd,0,0,0,6.0162,0.0513,11,8.14,495,0,CI,0,0,1,0,0.0,0.5,0,0.0,5,5,0,0.2,2.3599,2.45,1.17,17.29,1,0,0.2616,1,1.2073,0,0,0,0,0,"Failover stop threshold / circuit breaker

Stop failovers if the count of simultaneously failed
amphora reaches the number configured in the new
failover_threshold option.
This may prevent large scale accidental failover events,
like in the case of network failures or read-only
database issues.

Story: 2005604
Task: 30837
Co-Authored-By: Tatsuma Matsuki <matsuki.tatsuma@jp.fujitsu.com>
Co-Authored-By: Tom Weininger <tweining@redhat.com>
[SEP]
FILES CHANGED:
octavia/tests/functional/db/test_repositories.py (+105, -2)
octavia/common/config.py (+5, -0)
doc/source/admin/index.rst (+1, -0)
requirements.txt (+1, -1)
octavia/common/constants.py (+2, -7)
octavia/db/migration/alembic_migrations/versions/0995c26fc506_add_failover_stopped_to_provisioning_.py (+41, -0)
octavia/db/repositories.py (+85, -10)
octavia/controller/healthmanager/health_manager.py (+0, -1)
releasenotes/notes/failover-threshold-f5cdf2bbe8a64d6d.yaml (+12, -0)
doc/source/admin/failover-circuit-breaker.rst (+131, -0)
etc/octavia.conf (+5, -0)
",-2.507983,1.179212,-0.428827,0.348647,-0.112828,0.492432,-0.276665,0.034947,0.336431,-0.110037,0.932892,0.533982,0.347965,0.118951,-0.291202
openstack/python-octaviaclient,I90017c6c7acdd5bde129b4128c7d3044b9c1a578,0,0,0.0,4.8752,0.0,3,9.33,368,0,Feature,0,0,0,2,0.006369,0.2,0,0.0,5,2,0,0.0,1.0553,2.67,62.91,8.73,1,0,0.5231,0,2.8092,0,0,0,0,0,"Adds ""unset"" action to the pool command

This patch adds ""openstack loadbalancer pool unset"" action to the
octavia client. This allows the user to unset the name, description,
etc. setings.

This is a patch in a chain adding ""unset"" to all of the octavia
commands. A follow on patch will include the release note.
[SEP]
FILES CHANGED:
octaviaclient/tests/unit/osc/v2/test_pool.py (+68, -0)
setup.cfg (+1, -0)
octaviaclient/osc/v2/pool.py (+61, -0)
",-0.566385,-0.682875,-0.53035,1.365014,0.329848,0.237798,0.608882,-0.044796,0.741417,0.001299,0.141423,0.420328,-0.110189,0.346919,-0.21639
openstack/octavia,Id2b560df1cde9ce9403afbd593bbaa6cae5f06d6,0,0,0,6.3509,0.1294,38,13.86,640,0,CI,0,0,0,0,0.0,0.0,0,0.0,6,6,0,0.1667,4.3994,3.79,59.33,11.32,1,0,0.3549,1,1.1169,0,0,0,0,0,"Add VIP access control list

This patch extends the listener API to include the new parameter
'allowed_cidrs'. This parameter is a list of IPv4 or IPv6 CIDRs. Leaving
this list unset defaults to the traditional behavior of allowing all
ingress traffic to the listener. Setting it will deny all traffic but
all CIDRs set in the 'allowed_cidrs' list.

Note that the API will validate that all CIDRs match the same IP version
of the VIP. This may change later as part of work to allow multiple VIPs
per LB (Change-Id Id7153dbf33b9616d7af685fcf13ad9a79793c06b).

Task: 26210
Story: 2003686
[SEP]
FILES CHANGED:
api-ref/source/parameters.yaml (+15, -0)
api-ref/source/v2/examples/listener-update-curl (+1, -1)
octavia/common/utils.py (+6, -0)
api-ref/source/v2/examples/listener-update-request.json (+5, -1)
octavia/db/base_models.py (+2, -0)
octavia/tests/unit/network/drivers/neutron/test_base.py (+4, -2)
octavia/db/migration/alembic_migrations/versions/da371b422669_allowed_cidr_for_listeners.py (+40, -0)
octavia/tests/functional/api/test_root_controller.py (+2, -1)
octavia/tests/common/sample_data_models.py (+3, -2)
octavia/db/repositories.py (+35, -0)
api-ref/source/v2/examples/listener-create-response.json (+5, -1)
octavia/tests/functional/db/test_models.py (+10, -0)
releasenotes/notes/add-vip-acl-4a7e20d167fe4a49.yaml (+5, -0)
octavia/network/drivers/neutron/allowed_address_pairs.py (+41, -29)
octavia/tests/functional/api/v2/test_load_balancer.py (+22, -2)
api-ref/source/v2/examples/listener-update-response.json (+5, -1)
octavia/tests/unit/api/drivers/test_utils.py (+0, -17)
octavia/tests/functional/api/v2/test_listener.py (+95, -0)
api-ref/source/v2/examples/listener-show-response.json (+5, -1)
doc/source/user/guides/basic-cookbook.rst (+37, -0)
octavia/db/models.py (+20, -0)
doc/source/contributor/guides/providers.rst (+4, -0)
octavia/api/v2/types/listener.py (+6, -0)
api-ref/source/v2/examples/listener-create-request.json (+5, -1)
api-ref/source/v2/listener.inc (+6, -0)
api-ref/source/v2/examples/listener-create-curl (+1, -1)
api-ref/source/v2/examples/listeners-list-response.json (+5, -1)
octavia/api/drivers/utils.py (+8, -0)
octavia/tests/functional/db/test_repositories.py (+2, -1)
octavia/api/common/types.py (+15, -0)
octavia/common/data_models.py (+18, -1)
octavia/controller/worker/v1/flows/listener_flows.py (+2, -0)
octavia/tests/unit/network/drivers/neutron/test_allowed_address_pairs.py (+31, -8)
octavia/network/drivers/neutron/base.py (+4, -1)
octavia/api/root_controller.py (+4, -1)
octavia/tests/functional/api/drivers/driver_agent/test_driver_agent.py (+0, -1)
octavia/api/v2/controllers/listener.py (+27, -0)
octavia/controller/worker/v2/flows/listener_flows.py (+2, -0)
",-1.917766,-0.544188,0.904543,-0.169205,0.580202,0.338517,0.205343,0.199675,0.635696,0.06743,0.060156,0.226513,-0.165636,-0.266852,-0.362037
openstack/octavia,Id7153dbf33b9616d7af685fcf13ad9a79793c06b,0,0,0.0,8.2223,0.1956,90,10.91,853,0,Bug Fix,0,0,0,1,0.002439,0.25,0,0.0,7,8,0,0.1429,5.2231,4.71,48.42,11.7,1,0,0.63,1,0.2291,0,0,0,0,0,"Allow multiple VIPs per LB

User can specify additional subnet_id/ip_address pairs to bring up on
the VIP port. This will allow for situations like having an LB with both
IPv4+IPv6 or being exposed on both public and a private network.

For UDP/SCTP loadbalancers, mixing IPv4 VIP and IPv6 members is not
supported (IPv6 VIP and IPv4 members as well). It's still possible to
use IPv4 and IPv6 VIPs at the same time in the same loadbalancer but an
IPv4 VIP can only communicate with IPv4 members.

Thanks Michael for help with validating/fixing the templates!
Thanks Gregory for help with the centos networking!

Co-Authored-By: Michael Johnson <johnsomor@gmail.com>
Co-Authored-By: Gregory Thiemonge <gthiemon@redhat.com>
Co-Authored-By: Brian Haley <haleyb.dev@gmail.com>
Story: 2005608
Task: 30847
[SEP]
FILES CHANGED:
api-ref/source/parameters.yaml (+13, -2)
octavia/common/utils.py (+5, -0)
octavia/tests/unit/controller/worker/v2/tasks/test_database_tasks.py (+41, -0)
octavia/db/base_models.py (+3, -0)
octavia/tests/unit/controller/worker/v2/flows/test_amphora_flows.py (+2, -2)
octavia/tests/unit/network/drivers/neutron/test_base.py (+5, -3)
octavia/tests/functional/api/test_root_controller.py (+2, -1)
octavia/tests/unit/amphorae/drivers/keepalived/test_vrrp_rest_driver.py (+9, -2)
octavia/amphorae/backends/utils/interface_file.py (+64, -52)
octavia/amphorae/backends/utils/keepalivedlvs_query.py (+57, -44)
octavia/tests/unit/api/drivers/amphora_driver/v1/test_driver.py (+14, -0)
octavia/common/constants.py (+1, -0)
octavia/common/jinja/haproxy/split_listeners/jinja_cfg.py (+5, -0)
octavia/controller/worker/v2/controller_worker.py (+6, -1)
octavia/tests/unit/api/drivers/noop_driver/test_driver.py (+5, -3)
api-ref/source/v2/examples/loadbalancer-create-response.json (+4, -0)
api-ref/source/v2/examples/loadbalancers-list-response.json (+1, -0)
octavia/network/base.py (+2, -1)
octavia/network/data_models.py (+9, -1)
octavia/network/drivers/noop_driver/driver.py (+114, -32)
octavia/network/drivers/neutron/allowed_address_pairs.py (+58, -19)
octavia/amphorae/backends/agent/api_server/osutils.py (+4, -10)
octavia/controller/worker/v2/flows/amphora_flows.py (+2, -1)
octavia/tests/unit/api/drivers/test_utils.py (+37, -0)
octavia/common/jinja/haproxy/combined_listeners/templates/macros.j2 (+4, -1)
octavia/amphorae/drivers/driver_base.py (+7, -1)
octavia/db/models.py (+25, -0)
api-ref/source/v2/examples/loadbalancer-full-create-response.json (+1, -0)
octavia/amphorae/drivers/keepalived/vrrp_rest_driver.py (+1, -8)
octavia/tests/unit/api/v2/types/test_load_balancer.py (+11, -0)
octavia/tests/unit/common/sample_configs/sample_configs_split.py (+12, -6)
octavia/controller/worker/v2/flows/load_balancer_flows.py (+11, -2)
api-ref/source/v2/examples/loadbalancer-update-response.json (+1, -0)
octavia/api/drivers/utils.py (+38, -1)
octavia/tests/functional/db/test_repositories.py (+7, -2)
octavia/tests/unit/api/drivers/amphora_driver/v2/test_driver.py (+10, -6)
octavia/common/data_models.py (+15, -1)
octavia/tests/unit/network/drivers/neutron/test_allowed_address_pairs.py (+135, -12)
elements/haproxy-octavia/post-install.d/20-haproxy-tune-kernel (+3, -3)
api-ref/source/v2/loadbalancer.inc (+10, -0)
octavia/api/drivers/noop_driver/driver.py (+19, -7)
octavia/common/jinja/lvs/templates/keepalivedlvs.cfg.j2 (+1, -1)
octavia/common/jinja/lvs/templates/macros.j2 (+23, -3)
octavia/network/drivers/neutron/base.py (+31, -17)
octavia/amphorae/drivers/keepalived/jinja/jinja_cfg.py (+59, -17)
octavia/common/jinja/haproxy/split_listeners/templates/haproxy.cfg.j2 (+1, -1)
octavia/tests/unit/common/jinja/haproxy/combined_listeners/test_jinja_cfg.py (+18, -0)
octavia/tests/common/constants.py (+2, -0)
octavia/tests/unit/common/jinja/lvs/test_jinja_cfg.py (+56, -14)
octavia/amphorae/drivers/noop_driver/driver.py (+6, -3)
octavia/tests/unit/amphorae/backends/utils/test_keepalivedlvs_query.py (+128, -10)
api-ref/source/v2/examples/loadbalancer-create-request.json (+4, -0)
octavia/api/v2/controllers/load_balancer.py (+54, -6)
octavia/tests/unit/controller/worker/v2/flows/test_load_balancer_flows.py (+8, -5)
octavia/tests/unit/controller/worker/v2/tasks/test_network_tasks.py (+24, -13)
octavia/tests/unit/controller/worker/v2/test_controller_worker.py (+75, -7)
octavia/amphorae/backends/agent/api_server/server.py (+2, -1)
octavia/tests/common/data_model_helpers.py (+16, -3)
octavia/tests/common/sample_data_models.py (+20, -1)
octavia/tests/unit/common/jinja/haproxy/split_listeners/test_jinja_cfg.py (+17, -0)
octavia/tests/unit/amphorae/backends/agent/api_server/test_osutils.py (+35, -25)
octavia/amphorae/drivers/haproxy/rest_api_driver.py (+16, -2)
octavia/common/jinja/haproxy/combined_listeners/templates/haproxy.cfg.j2 (+2, -1)
octavia/tests/functional/amphorae/backend/agent/api_server/test_server.py (+454, -27)
octavia/tests/unit/common/sample_configs/sample_configs_combined.py (+21, -6)
octavia/tests/unit/controller/worker/v2/tasks/test_amphora_driver_tasks.py (+79, -3)
octavia/tests/unit/network/drivers/noop_driver/test_driver.py (+31, -8)
octavia/common/jinja/haproxy/combined_listeners/jinja_cfg.py (+3, -0)
octavia/controller/worker/v2/tasks/amphora_driver_tasks.py (+17, -1)
octavia/db/repositories.py (+30, -2)
octavia/amphorae/drivers/keepalived/jinja/templates/keepalived_base.template (+51, -33)
octavia/api/drivers/amphora_driver/v2/driver.py (+24, -7)
octavia/common/jinja/lvs/jinja_cfg.py (+12, -2)
octavia/tests/unit/amphorae/backends/utils/test_interface_file.py (+68, -39)
octavia/tests/functional/api/v2/test_load_balancer.py (+221, -54)
octavia/amphorae/backends/agent/api_server/plug.py (+75, -57)
octavia/controller/worker/v2/tasks/database_tasks.py (+28, -0)
releasenotes/notes/support-additional-vips-on-lb-creation-efe0dfa517c667a0.yaml (+12, -0)
api-ref/source/v2/examples/loadbalancer-create-curl (+1, -1)
octavia/api/drivers/amphora_driver/v1/driver.py (+7, -1)
octavia/tests/unit/amphorae/drivers/keepalived/jinja/test_jinja_cfg.py (+282, -85)
octavia/api/v2/types/load_balancer.py (+11, -0)
octavia/common/jinja/haproxy/split_listeners/templates/macros.j2 (+4, -1)
octavia/tests/unit/amphorae/backends/agent/api_server/test_plug.py (+86, -37)
octavia/tests/unit/amphorae/drivers/haproxy/test_rest_api_driver_0_5.py (+2, -1)
octavia/api/root_controller.py (+4, -1)
octavia/controller/worker/v2/tasks/network_tasks.py (+19, -7)
octavia/db/migration/alembic_migrations/versions/31f7653ded67_allow_multiple_vips_per_loadbalancer.py (+44, -0)
api-ref/source/v2/examples/loadbalancer-show-response.json (+1, -0)
octavia/tests/unit/amphorae/drivers/haproxy/test_rest_api_driver_1_0.py (+36, -1)
",-3.735082,0.721636,2.020167,-0.124139,0.073729,0.331937,-0.46802,0.248272,-0.060289,-0.110253,0.25868,0.40504,0.392288,-0.06412,-0.362212
openstack/octavia,I75cde3ff820f085aebbdffd1e40c5ff40f16835d,1,0,0,4.9972,0.1293,4,12.5,208,0,Bug Fix,0,0,0,0,0.0,0.0,0,0.0,6,3,0,0.125,1.3893,4.25,41.87,11.4,1,0,0.5918,1,1.4054,0,0,0,0,0,"Fixed pool and members status with UDP loadbalancers

This commit fixes pool and members status when using UDP loadbalancers.

Story: 2005736
Task: 33394
[SEP]
FILES CHANGED:
releasenotes/notes/fix-udp-members-status-ef3202849bfda29b.yaml (+6, -0)
octavia/common/jinja/lvs/templates/macros.j2 (+6, -2)
octavia/amphorae/backends/utils/keepalivedlvs_query.py (+40, -6)
octavia/tests/unit/amphorae/backends/utils/test_keepalivedlvs_query.py (+76, -11)
",-0.242207,0.048362,-1.222914,0.835219,0.754587,0.683343,-1.176393,-0.061268,0.044009,-0.146681,0.037213,0.387084,0.680273,0.028593,-0.208039
openstack/octavia,Idaacfa60a1909d3f5e0f94371a405c8ce8ae9efa,1,0,1.0,4.7274,0.0714,6,9.0,308,0,Feature,0,0,0,1,0.006757,0.3333,0,0.3333,6,3,0,0.2222,1.924,4.5,14.4,12.49,1,0,0.8929,1,2.7257,0,0,0,0,0,"Add support for monitor_{address,port} in UDP members

UDP members didn't support monitor_address and monitor_port parameters.
Setting those values didn't have any effects.

This commit enables the support of both parameters.

Story: 2005775
Task: 33492
[SEP]
FILES CHANGED:
octavia/tests/unit/common/jinja/lvs/test_lvs_jinja_cfg.py (+56, -0)
octavia/common/jinja/lvs/templates/macros.j2 (+1, -1)
releasenotes/notes/fix-support-for-monitoring-address-and-port-in-udp-members-ff83395544f228cf.yaml (+6, -0)
octavia/common/jinja/lvs/jinja_cfg.py (+3, -1)
octavia/tests/unit/common/sample_configs/sample_configs_split.py (+19, -3)
octavia/tests/unit/common/sample_configs/sample_configs_combined.py (+19, -3)
",-0.79474,-0.162857,-0.866631,0.870813,0.095566,1.061719,-1.097878,-0.469419,0.154355,0.291543,-0.057628,-0.134513,0.288878,0.183015,-0.261715
openstack/octavia,Id7543ae82703386fcd0f98428c340be4570b0b2f,0,0,0,3.8501,0.5,1,6.5,1175,0,CI,0,0,0,0,0.0,0.0,0,0.0,1,1,0,0.3,0.0,1.0,-13.79,15.93,1,0,0.0,0,25.0,0,0,0,0,0,"Replace AMP_BASEOS with DISTRO_NAME for diskimage-builder RHEL8 img-defaults

When diskimage-builder gets invoked by diskimage-create.sh, $DIB_RELEASE
is set whereas $DISTRO_NAME is not.

This[1] change to diskimage-builder adds support for RHEL8 and also
changes the default file-system specifically for it to 'xfs', which
means that diskimage-builder needs to be aware of the DISTRO_NAME before
it gets to load the specific elements provided to it.

The above makes it difficult to leverage img-defaults[2], the
environment variable $DISTRO_NAME is not set when img-defaults is called
but $AMP_BASEOS, which is used exclusively[3] in Octavia
diskimage-create.sh, is.

This patch replaces $AMP_BASEOS with $DISTRO_NAME, which is a variable
name used in diskimage-builder[4].

[1] https://review.opendev.org/#/c/643731/
[2] https://opendev.org/openstack/diskimage-builder/src/branch/master/diskimage_builder/lib/img-defaults
[3] http://codesearch.openstack.org/?q=AMP_BASEOS&i=nope&files=&repos=
[4] http://codesearch.openstack.org/?q=DISTRO_NAME&i=nope&files=&repos=

Depends-On: https://review.openstack.org/#/c/643731/
[SEP]
FILES CHANGED:
diskimage-create/diskimage-create.sh (+23, -23)
",-4.43521,3.137775,3.216829,-0.340269,0.239707,0.5001,-1.078207,-0.565046,-0.56335,-0.315232,-0.533346,0.129547,-0.2382,0.18395,-0.141423
openstack/python-octaviaclient,I418f8040364942425f396dfc85ae10984d93fae4,0,0,0.0,4.8752,0.0,3,9.33,367,0,Feature,0,0,0,3,0.006757,0.1667,0,0.0,5,2,0,0.0,1.0573,2.67,62.91,8.02,1,0,0.4923,0,2.8015,0,0,0,0,0,"Adds ""unset"" action to the member command

This patch adds ""openstack loadbalancer member unset"" action to the
octavia client. This allows the user to unset the name, backup,
etc. setings.

This is a patch in a chain adding ""unset"" to all of the octavia
commands. A follow on patch will include the release note.
[SEP]
FILES CHANGED:
octaviaclient/osc/v2/member.py (+65, -0)
setup.cfg (+1, -0)
octaviaclient/tests/unit/osc/v2/test_member.py (+64, -0)
",-0.559569,-0.72586,-0.518693,1.290579,0.33316,0.223885,0.569502,-0.064798,0.710397,-0.061355,0.124339,0.410464,-0.103319,0.410821,-0.204818
